code,name,price,position,vol_ratio,pct_20d,stage,confidence,reasons,date
sz301501,恒鑫生活,27.31,18.51579720793534,0.6430163732800369,-2.8113879003558813,建仓初期,64.70588235294117,"低位缩量（量比0.64）, MA20之下（低位）, MA60之下（低位）, 连续3天缩量",2026-09-18
sz002274,华昌化工,5.95,53.75494071146246,0.7077662891843098,3.8394415357766096,洗盘,90.0,"位置分位53.8%（中位）, 连续3天缩量",2026-09-18
sz000910,大亚圣象,5.69,33.82352941176473,1.9111747645559456,6.954887218045114,建仓后期,52.94117647058824,"位置分位33.8%（中低位）, 低位涨7.0%, 当日涨10.06%, MA20之上, 价升量增",2026-09-18
sz002242,九阳股份,9.43,37.07627118644067,0.6955686951232981,6.674208144796379,洗盘,57.14285714285714,中位缩量（量比0.70）,2026-09-18
sz300369,绿盟科技,8.33,85.25469168900803,0.9812543149884909,20.3757225433526,拉升,57.89473684210527,"20日大涨20.4%, 当日大涨5.44%, MA20之上, MA60之上",2026-09-18
sz002395,双象股份,12.43,14.128256513026052,0.8867658248840733,1.0569105691056828,建仓后期,75.0,位置分位14.1%（低位）,2026-09-18
sz002829,星网宇达,20.24,36.239316239316224,1.0769254377215463,3.265306122448964,建仓后期,50.0,位置分位36.2%（中低位）,2026-09-18
sz002393,力生制药,13.59,4.274809160305335,1.0183404160143146,-5.755894590846047,建仓初期,100.0,"位置分位4.3%（极低位）, MA20之下（低位）, MA60之下（低位）",2026-09-18
sz300061,旗天科技,6.9,20.97026604068859,0.9444328348868386,9.350237717908094,建仓后期,100.0,"位置分位21.0%（低位）, 低位涨9.4%, MA20之上",2026-09-18
sz300115,长盈精密,24.48,11.587485515643104,1.0006434507566362,-6.062931696085949,建仓后期,87.5,"位置分位11.6%（低位）, MA20之上",2026-09-18
sz000518,四环生物,3.82,60.22099447513811,0.9378461486963507,0.5263157894736847,洗盘,85.71428571428571,位置分位60.2%（中位）,2026-09-18
sz002870,香山股份,49.48,79.17650144243376,0.672836714994436,21.423312883435575,出货,55.55555555555556,"位置分位79.2%（中高位）, 高位缩量（量比0.67）, 价跌量缩",2026-09-18
sz300643,万通智控,17.95,49.494949494949495,0.9140438352872676,-0.7190265486725609,建仓后期,57.14285714285714,"位置分位49.5%（中低位）, MA20之上",2026-09-18
sz300173,ST福能,3.29,26.219512195121958,0.5941277888909922,-0.30303030303029654,建仓初期,62.5,"低位缩量（量比0.59）, MA20之下（低位）, 连续3天缩量",2026-09-18
sz300986,志特新材,11.25,18.665773834435427,1.383923236626225,-5.462184873949583,建仓后期,75.0,"位置分位18.7%（低位）, 当日涨3.21%, 价升量增",2026-09-18
sz002612,朗姿股份,17.1,94.88304093567254,2.1279940362363465,14.457831325301218,出货,54.166666666666664,"位置分位94.9%（极高位）, 高位放量（量比2.13）",2026-09-18
sz001390,古麒绒材,16.95,10.625978090766798,1.7832195020800663,-2.58620689655172,建仓后期,80.0,"位置分位10.6%（低位）, 低位放量（量比1.78）, 价升量增",2026-09-18
sz301257,普蕊斯,39.68,17.587258556421546,1.4931931534206757,-18.219291014014846,建仓后期,60.0,"位置分位17.6%（低位）, 当日涨3.20%, 价升量增",2026-09-18
sz301617,博苑新材,54.3,48.000536768652715,0.7294987334792273,9.919028340080969,建仓后期,66.66666666666666,"位置分位48.0%（中低位）, 低位涨9.9%, MA20之上",2026-09-18
sz300452,山河药辅,12.77,38.805268109125116,1.327249762710851,0.0,建仓后期,57.14285714285714,"位置分位38.8%（中低位）, 价升量增",2026-09-18
sz000030,富奥股份,3.95,7.6923076923077,1.0060096081154908,-7.27699530516431,建仓初期,100.0,"位置分位7.7%（极低位）, MA20之下（低位）, MA60之下（低位）",2026-09-18
sz002838,道恩股份,25.24,14.331946370781312,0.9118003940077601,0.03963535473641701,建仓后期,87.5,"位置分位14.3%（低位）, MA20之上",2026-09-18
sz300967,晓鸣股份,16.67,40.801001251564486,0.9949787377171275,1.337386018237097,建仓后期,50.0,位置分位40.8%（中低位）,2026-09-18
sz301028,鼎熔岩,13.45,25.745257452574517,1.5168991859075514,1.5094339622641455,建仓后期,100.0,"位置分位25.7%（低位）, 低位放量（量比1.52）, 当日涨4.26%, MA20之上, 价升量增",2026-09-18
sz002587,奥拓电子,5.28,15.131578947368421,1.006692991520842,-1.675977653631282,建仓后期,66.66666666666666,位置分位15.1%（低位）,2026-09-18
sz002101,广东鸿图,8.68,25.91954022988506,0.8757930082552491,1.520467836257298,建仓后期,66.66666666666666,位置分位25.9%（低位）,2026-09-18
sz301421,波长光电,81.4,31.117290192113252,1.2116025901159202,5.989583333333345,建仓后期,70.0,"位置分位31.1%（中低位）, 低位涨6.0%, MA20之上, 价升量增",2026-09-18
sz300310,宜通世纪,4.29,15.141955835962143,1.3897331464550893,-1.15207373271889,建仓后期,66.66666666666666,位置分位15.1%（低位）,2026-09-18
sz002331,皖通科技,6.67,14.13502109704641,0.8796107771693217,-2.7696793002915507,建仓后期,66.66666666666666,位置分位14.1%（低位）,2026-09-18
sz301598,博科测试,50.69,28.193499622071055,1.2094293715282558,7.008655267046655,建仓后期,81.81818181818183,"位置分位28.2%（低位）, 低位涨7.0%, 价升量增",2026-09-18
sz002659,凯文教育,4.44,45.16129032258067,1.1998027937551357,0.680272108843543,建仓后期,50.0,位置分位45.2%（中低位）,2026-09-18
sz002674,兴业科技,19.62,34.466911764705884,1.045872387488171,-30.646871686108163,建仓后期,33.33333333333333,位置分位34.5%（中低位）,2026-09-18
sz301376,致欧科技,22.45,82.6133909287257,0.7469090287350795,10.211094747177214,出货,57.14285714285714,"位置分位82.6%（中高位）, 价跌量缩",2026-09-18
sz300710,万隆光电,30.16,28.55426511814177,0.9184300732451891,-5.216844751728473,建仓后期,75.0,位置分位28.6%（低位）,2026-09-18
sz301162,国能日新,36.06,12.612612612612626,1.003242874210616,-0.13846579894765204,建仓后期,66.66666666666666,位置分位12.6%（低位）,2026-09-18
sz002324,普利特,9.18,11.313639220615965,0.868599484254816,2.341137123745809,建仓后期,66.66666666666666,位置分位11.3%（低位）,2026-09-18
sz300313,天山生物,13.08,55.47169811320754,1.0634039658555177,2.187499999999995,洗盘,85.71428571428571,位置分位55.5%（中位）,2026-09-18
sz002559,亚威股份,9.25,13.172804532577898,1.3554663148276245,-2.219873150105717,建仓后期,88.88888888888889,"位置分位13.2%（低位）, MA20之上, 价升量增",2026-09-18
