signal,ret,win,pos_pct,dist_to_high,dist_to_low,dist_to_yin_top,pos_zone
高量柱,-3.32,0,40.2,18.14,12.19,-3.88,中位
价升量缩,8.67,1,32.9,20.82,10.2,-4.39,低位
倍量柱,8.68,1,65.3,9.78,18.4,-13.13,高位
高量柱,8.68,1,65.3,9.78,18.4,-13.13,高位
将军柱,8.68,1,65.3,9.78,18.4,-13.13,高位
倍量柱,-7.16,0,138.9,-9.14,32.62,-28.27,过峰
高量柱,-7.16,0,138.9,-9.14,32.62,-28.27,过峰
倍量过左峰,-7.16,0,138.9,-9.14,32.62,-28.27,过峰
价升量缩,-5.44,0,54.6,21.34,25.67,18.99,中位
价升量缩,-8.15,0,54.1,21.62,25.5,-12.22,中位
缩量回踩,-17.96,0,56.4,20.35,26.28,1.86,中位
缩量回踩,-14.66,0,51.6,23.07,24.61,4.16,中位
价升量缩,21.54,1,34.9,43.75,23.47,-4.86,低位
价升量缩,38.51,1,44.2,35.29,27.97,-10.46,中位
价升量缩,38.25,1,52.1,28.89,31.38,-14.69,中位
倍量柱,-7.79,0,86.8,6.59,43.25,999.0,过峰
高量柱,-7.79,0,86.8,6.59,43.25,999.0,过峰
将军柱,-7.79,0,86.8,6.59,43.25,999.0,过峰
价升量缩,-7.75,0,106.8,-3.09,48.41,999.0,过峰
价升量缩,-4.93,0,73.6,17.87,49.77,-14.77,高位
价升量缩,1.67,1,76.4,15.65,50.72,-16.37,高位
价升量缩,-10.12,0,76.7,15.45,50.8,-3.57,高位
价升量缩,-11.46,0,80.6,12.53,52.05,-6.01,高位
价升量缩,49.04,1,117.9,-2.29,15.07,-9.93,过峰
价升量缩,60.01,1,116.6,-2.44,17.14,-12.13,过峰
倍量柱,-11.89,0,113.6,-9.1,76.01,999.0,过峰
高量柱,-11.89,0,113.6,-9.1,76.01,999.0,过峰
价升量缩,-17.7,0,113.2,-9.1,78.2,999.0,过峰
价升量缩,-2.56,0,79.9,18.62,74.14,-1.46,高位
价升量缩,-2.49,0,78.8,19.9,73.86,-0.4,高位
价升量缩,-4.22,0,87.8,10.52,75.9,-5.37,过峰
缩量回踩,2.1,1,81.4,17.04,74.48,0.71,高位
价升量缩,-9.04,0,82.3,16.02,74.7,-0.17,高位
价升量缩,-19.26,0,84.2,14.08,75.13,-1.84,高位
缩量回踩,-19.84,0,84.9,13.42,75.27,-2.41,高位
价升量缩,2.23,1,67.1,34.64,70.64,-6.2,高位
缩量回踩,5.91,1,65.1,37.49,70.02,1.87,高位
价升量缩,-9.11,0,71.6,28.49,71.98,-6.03,高位
缩量回踩,-6.42,0,69.2,31.78,71.27,1.26,高位
缩量回踩,-2.6,0,66.0,36.15,70.31,1.17,高位
价升量缩,-4.64,0,64.3,38.79,69.74,0.48,中位
倍量柱,-9.27,0,71.4,28.79,71.92,-7.11,高位
高量柱,-9.27,0,71.4,28.79,71.92,-7.11,高位
将军柱,-9.27,0,71.4,28.79,71.92,-7.11,高位
价升量缩,-8.3,0,60.9,36.36,56.56,0.03,中位
百日低量,4.04,1,29.1,46.82,19.2,-4.36,低位
价升量缩,8.63,1,38.6,36.83,23.13,3.48,中位
缩量回踩,7.47,1,38.2,37.11,22.97,0.95,中位
价升量缩,-7.96,0,54.8,24.7,29.95,-8.19,中位
缩量回踩,-4.26,0,46.1,30.93,26.45,1.18,中位
缩量回踩,-2.58,0,42.2,33.88,24.79,3.76,中位
缩量回踩,-2.15,0,42.0,34.09,24.67,1.43,中位
倍量柱,6.0,1,58.9,16.67,23.85,-3.96,中位
高量柱,6.0,1,58.9,16.67,23.85,-3.96,中位
将军柱,6.0,1,58.9,16.67,23.85,-3.96,中位
高量柱,3.85,1,62.7,14.89,25.01,-5.42,中位
价升量缩,4.4,1,63.7,14.41,25.33,-5.82,中位
缩量回踩,5.41,1,62.2,15.09,24.88,0.58,中位
倍量柱,8.35,1,76.4,8.93,28.9,-4.81,高位
高量柱,8.35,1,76.4,8.93,28.9,-4.81,高位
将军柱,8.35,1,76.4,8.93,28.9,-4.81,高位
价升量缩,11.4,1,77.6,8.44,29.22,-0.45,高位
倍量柱,2.76,1,87.6,4.5,31.8,-3.07,过峰
高量柱,2.76,1,87.6,4.5,31.8,-3.07,过峰
将军柱,2.76,1,87.6,4.5,31.8,-3.07,过峰
价升量缩,-2.07,0,101.4,-0.48,35.04,-7.68,过峰
价升量缩,-7.47,0,114.3,-4.76,38.14,-12.08,过峰
价升量缩,2.29,1,77.7,9.88,34.39,-0.7,高位
缩量回踩,9.62,1,85.3,6.28,36.54,0.25,过峰
价升量缩,-2.88,0,110.4,-4.01,42.69,-9.57,过峰
价升量缩,1.16,1,96.0,1.85,44.43,-3.78,过峰
价升量缩,-8.52,0,85.1,8.03,45.97,3.26,过峰
价升量缩,-10.02,0,82.1,9.85,45.06,1.7,高位
高量柱,8.23,1,58.0,24.35,33.62,-0.54,中位
价升量缩,1.74,1,66.6,18.44,36.77,-5.27,高位
价升量缩,5.96,1,74.4,13.53,39.39,-0.4,高位
价升量缩,9.24,1,85.2,6.01,34.45,-1.08,过峰
倍量柱,9.23,1,97.5,0.96,37.57,-5.79,过峰
将军柱,9.23,1,97.5,0.96,37.57,-5.79,过峰
高量柱,9.24,1,110.5,-3.85,40.54,-10.27,过峰
价升量缩,14.42,1,100.7,-0.29,40.72,-10.53,过峰
价升量缩,12.75,1,89.3,4.88,40.59,0.38,过峰
倍量柱,-0.44,0,110.8,-4.76,48.68,-13.28,过峰
高量柱,-0.44,0,110.8,-4.76,48.68,-13.28,过峰
倍量过左峰,-0.44,0,110.8,-4.76,48.68,-13.28,过峰
高量柱,-6.18,0,107.1,-3.36,50.4,-16.19,过峰
价升量缩,-4.42,0,83.0,9.52,46.46,2.53,高位
缩量回踩,12.29,1,79.0,12.03,45.24,1.25,高位
缩量回踩,14.33,1,77.1,13.28,44.63,1.49,高位
缩量回踩,17.33,1,84.0,8.93,46.76,-2.41,高位
价升量缩,1.1,1,101.6,-0.87,54.32,-3.58,过峰
价升量缩,-1.35,0,87.8,7.39,53.07,0.95,过峰
价升量缩,-9.52,0,96.0,2.28,55.3,-3.86,过峰
价升量缩,1.58,1,87.2,7.66,52.06,3.65,过峰
高量柱,-3.02,0,100.3,-0.14,53.53,-12.35,过峰
价升量缩,-7.16,0,109.3,-4.76,55.75,-16.52,过峰
价升量缩,4.91,1,95.4,2.64,54.19,2.36,过峰
缩量回踩,6.72,1,92.0,4.5,51.55,2.98,过峰
价升量缩,3.85,1,88.1,6.74,49.91,3.16,过峰
价升量缩,-5.69,0,106.4,-3.18,52.94,-6.43,过峰
价升量缩,-9.15,0,86.7,7.65,49.99,-1.88,过峰
缩量回踩,10.26,1,79.0,12.41,46.64,0.33,高位
倍量柱,10.26,1,87.4,7.06,49.18,-4.45,过峰
高量柱,10.26,1,87.4,7.06,49.18,-4.45,过峰
将军柱,10.26,1,87.4,7.06,49.18,-4.45,过峰
高量柱,14.39,1,89.7,5.74,49.81,-5.63,过峰
高量柱,14.38,1,98.7,0.7,52.2,-10.12,过峰
价升量缩,14.37,1,108.1,-4.1,54.48,-14.41,过峰
倍量柱,16.56,1,99.6,0.24,54.37,-14.2,过峰
高量柱,16.56,1,99.6,0.24,54.37,-14.2,过峰
将军柱,16.56,1,99.6,0.24,54.37,-14.2,过峰
价升量缩,16.57,1,108.7,-4.53,56.54,-18.28,过峰
价升量缩,9.72,1,94.9,3.29,61.22,3.29,过峰
价升量缩,1.53,1,102.7,-1.63,63.07,-1.63,过峰
价升量缩,-3.11,0,103.0,-1.85,63.75,-3.44,过峰
价升量缩,-5.5,0,101.0,-0.63,65.0,-2.62,过峰
缩量回踩,-5.62,0,89.2,7.66,63.0,2.42,过峰
缩量回踩,-0.8,0,83.9,11.85,61.56,1.22,高位
缩量回踩,-3.36,0,82.8,12.76,61.25,3.74,高位
价升量缩,-6.73,0,84.3,11.52,61.67,-2.61,高位
价升量缩,-9.01,0,91.6,5.78,63.31,-6.27,过峰
价升量缩,19.68,1,86.3,9.39,59.17,-7.28,过峰
倍量柱,3.08,1,100.9,-0.55,61.74,-15.71,过峰
高量柱,3.08,1,100.9,-0.55,61.74,-15.71,过峰
将军柱,3.08,1,100.9,-0.55,61.74,-15.71,过峰
倍量过左峰,3.08,1,100.9,-0.55,61.74,-15.71,过峰
高量柱,-0.27,0,110.0,-5.77,63.72,-20.57,过峰
倍量柱,6.55,1,89.4,7.26,61.47,2.69,过峰
高量柱,6.55,1,89.4,7.26,61.47,2.69,过峰
黄金柱,6.55,1,89.4,7.26,61.47,2.69,过峰
价升量缩,7.21,1,93.4,4.43,62.49,-0.01,过峰
价升量缩,11.29,1,94.4,3.69,61.86,-0.72,过峰
价升量缩,5.92,1,100.5,-0.33,62.54,-4.58,过峰
价升量缩,8.01,1,97.4,1.65,61.79,-5.71,过峰
缩量回踩,4.23,1,95.5,2.84,60.33,0.97,过峰
缩量回踩,-5.48,0,96.9,1.98,62.19,0.94,过峰
缩量回踩,-9.81,0,89.3,6.99,58.36,4.44,过峰
缩量回踩,-10.54,0,88.6,7.48,58.17,0.47,过峰
缩量回踩,-11.43,0,84.9,10.15,57.13,3.94,高位
高量柱,6.67,1,77.6,14.66,50.87,-8.91,高位
高量柱,-3.36,0,85.2,9.26,53.18,-13.2,过峰
价升量缩,-1.8,0,78.5,13.98,51.16,1.79,高位
价升量缩,-6.26,0,82.2,11.36,52.29,4.67,高位
高量柱,-1.36,0,94.1,3.17,50.41,-8.48,过峰
高量柱,-5.46,0,99.1,0.45,51.72,-1.65,过峰
价升量缩,-12.8,0,85.5,8.34,49.27,3.27,过峰
价升量缩,-5.73,0,89.4,5.97,50.38,1.02,过峰
缩量回踩,-3.54,0,86.4,7.81,49.52,1.76,过峰
价升量缩,-6.39,0,81.2,11.11,47.97,-1.73,高位
价升量缩,-3.2,0,98.8,0.69,54.89,-16.99,过峰
缩量回踩,3.9,1,82.7,10.48,50.04,1.56,高位
价升量缩,0.88,1,90.2,5.37,49.6,-3.14,过峰
价升量缩,-2.39,0,94.3,3.04,50.71,-5.28,过峰
价升量缩,2.36,1,95.9,2.2,51.11,-6.05,过峰
缩量回踩,3.25,1,90.5,5.23,49.67,2.93,过峰
缩量回踩,5.02,1,85.1,7.19,40.98,3.27,过峰
倍量柱,-5.14,0,102.9,-1.21,42.98,-4.28,过峰
将军柱,-5.14,0,102.9,-1.21,42.98,-4.28,过峰
倍量过左峰,-5.14,0,102.9,-1.21,42.98,-4.28,过峰
缩量回踩,1.02,1,93.1,3.09,41.7,1.6,过峰
价升量缩,6.61,1,83.8,7.87,40.6,5.69,高位
价升量缩,1.44,1,93.9,2.8,43.4,0.73,过峰
价升量缩,-0.14,0,95.1,2.25,43.7,0.18,过峰
缩量回踩,0.59,1,93.7,2.91,43.34,0.73,过峰
价升量缩,-4.15,0,100.2,-0.08,45.38,-2.9,过峰
价升量缩,28.42,1,106.8,-0.71,11.02,-2.68,过峰
高量柱,13.76,1,137.5,-4.05,14.86,-6.89,过峰
倍量柱,3.79,1,180.9,-11.1,24.82,-17.78,过峰
高量柱,3.79,1,180.9,-11.1,24.82,-17.78,过峰
将军柱,3.79,1,180.9,-11.1,24.82,-17.78,过峰
倍量柱,-15.61,0,172.5,-15.71,37.38,-31.51,过峰
高量柱,-15.61,0,172.5,-15.71,37.38,-31.51,过峰
价升量缩,6.18,1,61.6,17.63,28.33,3.3,中位
缩量回踩,9.06,1,55.9,20.79,26.4,2.57,中位
价升量缩,-7.77,0,81.4,7.82,34.31,-10.32,高位
缩量回踩,-3.25,0,74.0,11.3,32.19,1.51,高位
价升量缩,1.43,1,78.5,9.19,33.47,-4.75,高位
倍量柱,-5.27,0,87.4,5.19,35.91,-8.24,过峰
将军柱,-5.27,0,87.4,5.19,35.91,-8.24,过峰
高量柱,-15.47,0,105.9,-2.27,40.45,-14.74,过峰
价升量缩,-4.15,0,68.9,15.25,33.75,-0.95,高位
价升量缩,1.49,1,71.9,13.58,34.72,-3.11,高位
倍量柱,-9.91,0,86.5,6.1,39.01,-1.45,过峰
高量柱,-9.91,0,86.5,6.1,39.01,-1.45,过峰
将军柱,-9.91,0,86.5,6.1,39.01,-1.45,过峰
高量柱,5.3,1,92.7,3.2,40.68,-4.14,过峰
高量柱,9.65,1,97.9,0.92,42.1,0.46,过峰
倍量柱,-3.31,0,90.6,4.6,44.25,-9.38,过峰
高量柱,-3.31,0,90.6,4.6,44.25,-9.38,过峰
将军柱,-3.31,0,90.6,4.6,44.25,-9.38,过峰
高量柱,1.53,1,92.4,3.68,44.74,-10.18,过峰
价升量缩,-6.91,0,97.6,1.16,47.72,-15.02,过峰
缩量回踩,-16.55,0,76.4,13.18,42.73,2.55,高位
倍量柱,48.3,1,100.7,-0.32,49.56,-8.73,过峰
高量柱,48.3,1,100.7,-0.32,49.56,-8.73,过峰
将军柱,48.3,1,100.7,-0.32,49.56,-8.73,过峰
倍量过左峰,48.3,1,100.7,-0.32,49.56,-8.73,过峰
高量柱,-2.6,0,134.5,-16.68,64.98,-36.63,过峰
价升量缩,-20.23,0,96.6,2.48,70.01,-5.85,过峰
价升量缩,-12.8,0,78.3,18.46,66.49,3.35,高位
价升量缩,0.1,1,64.5,34.16,62.05,2.53,中位
价升量缩,-3.58,0,66.4,31.7,62.74,0.65,高位
缩量回踩,-10.35,0,63.5,35.46,61.68,3.35,中位
缩量回踩,-6.58,0,65.7,32.56,62.5,1.13,高位
价升量缩,-4.08,0,27.1,79.31,29.47,-5.56,低位
价升量缩,-7.99,0,27.5,78.3,29.7,0.48,低位
倍量柱,-9.22,0,29.9,73.85,31.46,-11.01,低位
高量柱,-9.22,0,29.9,73.85,31.46,-11.01,低位
将军柱,-9.22,0,29.9,73.85,31.46,-11.01,低位
价升量缩,-0.37,0,25.9,81.35,28.5,0.65,低位
价升量缩,-5.12,0,27.1,79.02,29.42,-4.58,低位
价升量缩,-6.86,0,27.7,78.02,29.82,-0.4,低位
价升量缩,-0.85,0,17.9,84.51,18.48,-1.24,凹底
价升量缩,2.62,1,17.2,84.05,17.52,-1.4,凹底
高量柱,1.17,1,19.1,80.62,19.06,-3.24,凹底
价升量缩,0.83,1,19.8,79.45,19.58,-3.87,凹底
价升量缩,8.38,1,20.9,77.45,20.48,0.16,低位
价升量缩,5.94,1,26.2,59.6,21.11,2.77,低位
价升量缩,4.83,1,31.2,48.83,22.15,1.4,低位
价升量缩,4.83,1,35.6,41.83,23.11,0.15,中位
倍量柱,-6.41,0,44.9,33.55,27.37,-5.39,中位
将军柱,-6.41,0,44.9,33.55,27.37,-5.39,中位
倍量过左峰,-6.41,0,44.9,33.55,27.37,-5.39,中位
价升量缩,-1.32,0,47.1,29.54,26.29,1.18,中位
价升量缩,-0.36,0,47.6,29.16,26.51,0.88,中位
价升量缩,6.25,1,45.9,29.63,25.13,1.5,中位
价升量缩,3.93,1,48.4,27.91,26.13,0.15,中位
价升量缩,2.85,1,54.2,23.96,28.41,-2.94,中位
倍量柱,-10.97,0,70.2,13.18,31.12,-2.69,高位
高量柱,-10.97,0,70.2,13.18,31.12,-2.69,高位
价升量缩,-17.08,0,75.1,10.77,32.43,-4.54,高位
价升量缩,-0.8,0,62.2,15.9,26.18,0.0,中位
价升量缩,-10.06,0,60.1,16.94,25.52,0.82,中位
价升量缩,1.59,1,18.7,31.79,7.32,-0.59,凹底
倍量柱,-3.79,0,34.8,23.97,12.82,-6.49,低位
高量柱,-3.79,0,34.8,23.97,12.82,-6.49,低位
将军柱,-3.79,0,34.8,23.97,12.82,-6.49,低位
高量柱,-7.65,0,41.9,20.82,15.03,-8.87,中位
价升量缩,-7.69,0,27.5,27.4,10.41,-0.33,低位
缩量回踩,-8.44,0,23.7,29.29,9.08,1.49,低位
倍量柱,2.62,1,34.8,23.97,12.82,-3.48,低位
将军柱,2.62,1,34.8,23.97,12.82,-3.48,低位
价升量缩,-1.58,0,34.6,24.07,12.75,-0.32,低位
价升量缩,-0.71,0,35.9,23.48,13.16,-0.79,中位
价升量缩,-0.08,0,37.0,23.0,13.5,-0.94,中位
价升量缩,-11.71,0,22.4,29.93,8.62,1.99,低位
价升量缩,-9.79,0,28.0,27.19,10.55,-0.16,低位
价升量缩,7.82,1,23.3,26.56,8.09,-0.92,低位
价升量缩,5.17,1,35.0,21.64,11.66,-4.77,中位
倍量柱,9.79,1,56.2,13.61,17.49,-0.99,中位
高量柱,9.79,1,56.2,13.61,17.49,-0.99,中位
价升量缩,8.4,1,58.6,12.78,18.1,-1.72,中位
高量柱,3.33,1,82.0,5.19,23.61,-8.33,高位
倍量柱,0.09,1,91.2,2.46,25.6,-10.71,过峰
将军柱,0.09,1,91.2,2.46,25.6,-10.71,过峰
倍量过左峰,0.09,1,91.2,2.46,25.6,-10.71,过峰
价升量缩,-1.54,0,92.4,2.19,26.85,-0.37,过峰
价升量缩,0.14,1,94.5,1.6,27.27,-0.58,过峰
价升量缩,-3.61,0,99.0,0.29,28.21,-1.87,过峰
价升量缩,-11.48,0,84.2,5.15,27.43,2.98,高位
价升量缩,-14.89,0,87.3,4.09,28.16,1.94,过峰
价升量缩,9.02,1,65.5,11.98,22.72,-6.65,高位
倍量柱,-3.46,0,97.6,0.76,30.46,-15.99,过峰
高量柱,-3.46,0,97.6,0.76,30.46,-15.99,过峰
将军柱,-3.46,0,97.6,0.76,30.46,-15.99,过峰
价升量缩,11.09,1,98.9,0.35,30.75,-16.34,过峰
倍量柱,6.8,1,125.5,-7.78,38.27,-12.35,过峰
高量柱,6.8,1,125.5,-7.78,38.27,-12.35,过峰
将军柱,6.8,1,125.5,-7.78,38.27,-12.35,过峰
倍量过左峰,6.8,1,125.5,-7.78,38.27,-12.35,过峰
高量柱,-2.86,0,108.7,-3.29,41.28,-16.62,过峰
价升量缩,-7.05,0,91.2,4.12,42.79,-1.77,过峰
价升量缩,-17.1,0,75.8,12.53,39.17,-0.79,高位
价升量缩,3.79,1,60.4,22.27,33.91,-14.74,中位
价升量缩,2.77,1,64.9,19.2,35.57,-16.88,中位
缩量回踩,-3.94,0,69.1,16.57,36.99,3.21,高位
价升量缩,-6.37,0,72.0,14.76,37.97,1.61,高位
价升量缩,2.47,1,63.8,19.97,35.15,5.58,中位
缩量回踩,1.45,1,62.0,21.15,34.51,1.51,中位
价升量缩,3.22,1,76.2,4.01,12.86,-8.95,高位
倍量柱,2.32,1,126.2,-4.08,19.64,-16.03,过峰
高量柱,2.32,1,126.2,-4.08,19.64,-16.03,过峰
将军柱,2.32,1,126.2,-4.08,19.64,-16.03,过峰
价升量缩,25.33,1,65.9,10.08,19.49,5.32,高位
倍量柱,9.18,1,78.1,6.24,22.29,-3.39,高位
将军柱,9.18,1,78.1,6.24,22.29,-3.39,高位
倍量柱,3.45,1,95.2,1.31,25.9,-7.87,过峰
高量柱,3.45,1,95.2,1.31,25.9,-7.87,过峰
将军柱,3.45,1,95.2,1.31,25.9,-7.87,过峰
高量柱,-6.99,0,131.0,-7.72,32.62,-16.23,过峰
倍量柱,-14.78,0,117.8,-5.49,36.32,-20.83,过峰
高量柱,-14.78,0,117.8,-5.49,36.32,-20.83,过峰
价升量缩,-1.79,0,57.1,19.95,26.54,2.95,中位
缩量回踩,2.2,1,56.5,20.26,26.35,3.13,中位
价升量缩,0.1,1,59.0,18.92,27.17,1.98,中位
缩量回踩,6.04,1,61.6,17.5,28.04,0.76,中位
价升量缩,-0.93,0,65.1,15.64,29.18,-0.84,高位
缩量回踩,-6.81,0,77.2,9.67,32.83,0.48,高位
缩量回踩,-2.44,0,65.5,15.44,29.3,5.01,高位
价升量缩,-0.09,0,63.8,16.32,28.76,-0.84,中位
倍量柱,-8.47,0,79.9,8.47,33.57,-7.22,高位
高量柱,-8.47,0,79.9,8.47,33.57,-7.22,高位
价升量缩,-6.7,0,65.3,15.54,29.24,1.17,高位
高量柱,2.12,1,38.8,31.09,19.72,-2.65,中位
价升量缩,5.33,1,39.4,30.72,19.94,-0.38,中位
缩量回踩,7.75,1,38.1,31.59,19.41,1.24,中位
价升量缩,10.84,1,59.1,18.81,27.23,-8.59,中位
价升量缩,4.82,1,62.7,16.91,28.4,-1.61,中位
高量柱,-2.46,0,74.8,10.82,32.13,-6.73,高位
高量柱,-6.55,0,85.1,6.14,35.0,-10.67,过峰
缩量回踩,-5.26,0,66.0,15.15,29.48,1.0,高位
缩量回踩,-1.0,0,37.4,26.6,15.92,0.1,中位
价升量缩,-3.34,0,42.8,23.77,17.8,3.91,中位
价升量缩,2.42,1,37.7,26.48,16.0,1.43,中位
价升量缩,-0.55,0,46.0,22.17,18.86,-2.85,中位
价升量缩,1.26,1,48.9,20.73,19.82,2.82,中位
价升量缩,-0.75,0,59.9,15.58,23.24,-2.87,中位
缩量回踩,4.14,1,54.7,17.94,21.67,1.33,中位
价升量缩,2.63,1,60.8,15.18,23.5,-1.47,中位
缩量回踩,-0.06,0,60.3,15.38,23.37,0.52,中位
倍量柱,-11.19,0,89.0,3.83,31.04,-7.66,过峰
高量柱,-11.19,0,89.0,3.83,31.04,-7.66,过峰
将军柱,-11.19,0,89.0,3.83,31.04,-7.66,过峰
倍量过左峰,-11.19,0,89.0,3.83,31.04,-7.66,过峰
价升量缩,42.97,1,70.9,10.85,26.38,-1.0,高位
缩量回踩,60.11,1,66.4,12.73,25.13,2.46,高位
倍量柱,30.77,1,92.8,2.47,31.94,-6.87,过峰
将军柱,30.77,1,92.8,2.47,31.94,-6.87,过峰
倍量过左峰,30.77,1,92.8,2.47,31.94,-6.87,过峰
价升量缩,-13.91,0,80.6,11.57,48.18,-15.86,高位
价升量缩,-12.91,0,70.6,18.69,44.88,12.5,高位
缩量回踩,-6.85,0,58.7,28.4,40.37,1.56,中位
价升量缩,-7.21,0,54.9,31.87,38.75,-0.35,中位
价升量缩,-2.85,0,40.5,38.51,26.19,-3.5,中位
价升量缩,-3.28,0,40.7,38.31,26.29,-3.64,中位
价升量缩,-0.96,0,40.1,37.31,25.02,-0.65,中位
高量柱,-0.11,0,39.9,34.68,22.98,-0.64,中位
价升量缩,-8.87,0,37.9,35.35,21.6,0.21,中位
高量柱,-7.25,0,37.4,35.74,21.37,-0.29,中位
价升量缩,3.19,1,23.3,42.78,13.01,-3.76,低位
价升量缩,9.12,1,24.2,41.61,13.27,-4.55,低位
价升量缩,-2.8,0,25.0,40.35,13.45,-5.4,低位
价升量缩,-4.41,0,25.9,39.63,13.82,-5.88,低位
倍量柱,-10.31,0,30.0,36.62,15.68,999.0,低位
倍量柱,-16.12,0,42.1,28.48,20.7,999.0,中位
高量柱,-16.12,0,42.1,28.48,20.7,999.0,中位
价升量缩,-0.05,0,40.7,14.65,10.07,-3.53,中位
缩量回踩,1.87,1,45.0,13.46,11.0,1.26,中位
缩量回踩,2.72,1,42.2,14.22,10.4,0.07,中位
价升量缩,0.73,1,52.3,11.47,12.56,-0.73,中位
价升量缩,0.13,1,57.1,10.18,13.57,-1.88,中位
缩量回踩,1.12,1,59.9,9.47,14.13,1.08,中位
价升量缩,0.83,1,62.3,8.84,14.62,-0.5,中位
价升量缩,-3.46,0,60.8,9.23,14.32,0.36,中位
缩量回踩,-3.0,0,67.2,7.62,15.59,0.21,高位
价升量缩,-1.6,0,59.0,9.71,13.95,-4.67,中位
价升量缩,4.08,1,31.2,17.93,8.11,1.24,低位
价升量缩,5.41,1,34.4,16.93,8.89,-1.3,低位
缩量回踩,5.37,1,32.3,17.57,8.4,0.54,低位
百日低量,5.37,1,32.3,17.57,8.4,0.54,低位
倍量柱,7.06,1,51.0,12.12,12.64,-4.11,中位
高量柱,7.06,1,51.0,12.12,12.64,-4.11,中位
将军柱,7.06,1,51.0,12.12,12.64,-4.11,中位
高量柱,4.22,1,59.9,9.71,14.52,-6.18,中位
倍量柱,-1.24,0,84.0,3.67,19.23,-6.05,高位
高量柱,-1.24,0,84.0,3.67,19.23,-6.05,高位
将军柱,-1.24,0,84.0,3.67,19.23,-6.05,高位
倍量过左峰,-1.24,0,84.0,3.67,19.23,-6.05,高位
价升量缩,-1.37,0,84.9,3.46,19.39,0.34,高位
价升量缩,-3.86,0,88.4,2.62,20.04,-0.47,过峰
缩量回踩,-2.0,0,76.3,5.53,17.77,2.07,高位
缩量回踩,-6.58,0,80.1,4.59,18.51,0.69,高位
缩量回踩,-9.05,0,72.7,6.42,17.09,1.32,高位
价升量缩,4.12,1,18.1,46.91,10.35,-1.35,凹底
价升量缩,3.97,1,26.7,40.0,14.56,-5.99,低位
价升量缩,1.09,1,28.4,38.72,15.34,-0.37,低位
缩量回踩,1.75,1,27.2,39.61,14.8,0.74,低位
价升量缩,1.79,1,36.0,33.25,18.68,-3.86,中位
缩量回踩,3.46,1,32.4,35.75,17.16,1.25,低位
倍量柱,-1.61,0,41.6,29.5,20.97,-3.41,中位
将军柱,-1.61,0,41.6,29.5,20.97,-3.41,中位
高量柱,-1.78,0,41.0,29.83,20.77,-3.16,中位
价升量缩,1.13,1,40.5,30.16,20.57,-0.69,中位
价升量缩,-1.1,0,41.0,29.83,20.77,0.17,中位
价升量缩,0.41,1,44.9,27.33,22.3,-1.76,中位
缩量回踩,-0.43,0,44.6,27.54,22.17,0.17,中位
价升量缩,-3.89,0,42.9,28.62,21.51,0.85,中位
价升量缩,6.73,1,88.8,1.89,14.92,-0.8,过峰
价升量缩,-2.86,0,111.2,-1.82,18.02,-4.41,过峰
倍量柱,-4.35,0,145.9,-7.67,24.39,-11.84,过峰
将军柱,-4.35,0,145.9,-7.67,24.39,-11.84,过峰
倍量柱,-2.38,0,92.4,2.42,29.48,-10.43,过峰
高量柱,-2.38,0,92.4,2.42,29.48,-10.43,过峰
价升量缩,3.68,1,93.0,2.22,29.61,-10.6,过峰
价升量缩,-5.44,0,91.8,3.28,36.63,2.43,过峰
价升量缩,-0.67,0,78.3,9.78,35.3,5.87,高位
缩量回踩,1.97,1,73.1,12.42,33.75,3.25,高位
缩量回踩,-6.83,0,77.0,10.41,34.94,1.05,高位
价升量缩,-5.85,0,79.7,9.07,35.72,-0.17,高位
缩量回踩,-2.65,0,74.3,11.82,34.1,2.75,高位
缩量回踩,3.2,1,80.8,8.56,36.03,-4.56,高位
缩量回踩,2.89,1,76.3,10.79,34.71,0.97,高位
价升量缩,1.58,1,82.9,7.54,36.63,-2.0,高位
价升量缩,-1.02,0,90.5,4.08,38.66,-5.15,过峰
价升量缩,2.97,1,88.4,4.99,38.13,0.58,过峰
价升量缩,-5.02,0,92.1,3.35,39.24,3.35,过峰
缩量回踩,-6.42,0,96.8,1.32,40.43,1.32,过峰
倍量柱,-20.09,0,113.8,-5.38,44.37,-5.38,过峰
高量柱,-20.09,0,113.8,-5.38,44.37,-5.38,过峰
倍量过左峰,-20.09,0,113.8,-5.38,44.37,-5.38,过峰
缩量回踩,-1.05,0,47.5,31.67,28.7,1.34,中位
缩量回踩,0.78,1,46.3,32.63,28.19,1.21,中位
价升量缩,8.33,1,49.4,30.18,29.51,-0.38,中位
百日低量,8.33,1,49.4,30.18,29.51,-0.38,中位
倍量柱,2.91,1,60.1,22.41,33.72,-6.33,中位
高量柱,2.91,1,60.1,22.41,33.72,-6.33,中位
将军柱,2.91,1,60.1,22.41,33.72,-6.33,中位
价升量缩,-0.31,0,62.5,20.79,34.59,-7.56,中位
价升量缩,0.93,1,65.2,18.96,35.58,-1.52,高位
价升量缩,-3.16,0,66.4,18.19,36.0,-2.15,高位
价升量缩,-3.03,0,67.2,17.69,36.27,-2.57,高位
价升量缩,-0.88,0,64.4,19.48,35.3,1.52,中位
价升量缩,-0.53,0,63.7,20.0,35.02,2.66,中位
价升量缩,-2.74,0,66.0,18.45,35.86,1.34,高位
价升量缩,-1.36,0,64.7,19.32,35.39,0.61,中位
价升量缩,0.38,1,63.3,19.69,33.89,-1.66,中位
